Case ID,Activity,Variant,Variant index,amount:low,amount:high,dismissal:low,dismissal:high,points:low,points:high,paymentAmount:low,paymentAmount:high,expense:low,expense:high
case 333,Insert Fine Notification,Variant 19,19,,,,,,,,,,
case 333,Add penalty,Variant 19,19,39.00,39.35,,,,,,,,
case 333,Send for Credit Collection,Variant 19,19,,,,,,,,,,
case 334,Create Fine,Variant 14,14,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 334,Send Fine,Variant 14,14,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 334,Payment,Variant 14,14,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 334,Insert Fine Notification,Variant 14,14,,,,,,,,,,
case 334,Add penalty,Variant 14,14,-9223372036854775808.00,9223372036854775808.00,,,,,,,,
case 334,Add penalty,Variant 14,14,39.00,39.35,,,,,,,,
case 335,Create Fine,Variant 1,1,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 335,Send Fine,Variant 1,1,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 335,Payment,Variant 1,1,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 335,Insert Fine Notification,Variant 1,1,,,,,,,,,,
case 335,Add penalty,Variant 1,1,-9223372036854775808.00,77.50,,,,,,,,
case 335,Payment,Variant 1,1,,,,,,,-9223372036854775808.00,29.77,,
case 336,Create Fine,Variant 1,1,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 336,Send Fine,Variant 1,1,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 336,Payment,Variant 1,1,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 336,Insert Fine Notification,Variant 1,1,,,,,,,,,,
case 336,Add penalty,Variant 1,1,-9223372036854775808.00,9223372036854775808.00,,,,,,,,
case 336,Payment,Variant 1,1,,,,,,,29.77,51.65,,
case 337,Create Fine,Variant 23,23,39.35,41.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 337,Send Fine,Variant 23,23,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 337,Payment,Variant 23,23,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 337,Insert Fine Notification,Variant 23,23,,,,,,,,,,
case 337,Payment,Variant 23,23,,,,,,,29.77,51.65,,
case 337,Appeal to Judge,Variant 23,23,,,-9223372036854775808.00,9223372036854775808.00,,,,,,
case 338,Create Fine,Variant 8,8,-9223372036854775808.00,71.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 338,Send Fine,Variant 8,8,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 338,Payment,Variant 8,8,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 338,Insert Fine Notification,Variant 8,8,,,,,,,,,,
case 338,Payment,Variant 8,8,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 339,Create Fine,Variant 27,27,-9223372036854775808.00,77.50,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 339,Send Fine,Variant 27,27,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 339,Payment,Variant 27,27,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 339,Insert Fine Notification,Variant 27,27,,,,,,,,,,
case 339,Payment,Variant 27,27,,,,,,,29.77,51.65,,
case 339,Send for Credit Collection,Variant 27,27,,,,,,,,,,
case 340,Create Fine,Variant 57,57,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 340,Send Fine,Variant 57,57,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 340,Payment,Variant 57,57,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 340,Insert Fine Notification,Variant 57,57,,,,,,,,,,
case 340,Payment,Variant 57,57,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 340,Add penalty,Variant 57,57,-9223372036854775808.00,9223372036854775808.00,,,,,,,,
case 341,Create Fine,Variant 60,60,39.00,41.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 341,Send Fine,Variant 60,60,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 341,Payment,Variant 60,60,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 341,Payment,Variant 60,60,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 341,Insert Fine Notification,Variant 60,60,,,,,,,,,,
case 341,Appeal to Judge,Variant 60,60,,,-9223372036854775808.00,9223372036854775808.00,,,,,,
case 342,Create Fine,Variant 35,35,39.35,41.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 342,Send Fine,Variant 35,35,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 342,Payment,Variant 35,35,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 342,Payment,Variant 35,35,,,,,,,-9223372036854775808.00,29.77,,
case 342,Insert Fine Notification,Variant 35,35,,,,,,,,,,
case 343,Create Fine,Variant 50,50,39.35,41.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 343,Send Fine,Variant 50,50,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 343,Payment,Variant 50,50,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 343,Payment,Variant 50,50,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 343,Insert Fine Notification,Variant 50,50,,,,,,,,,,
case 343,Send for Credit Collection,Variant 50,50,,,,,,,,,,
case 344,Create Fine,Variant 50,50,39.00,39.35,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 344,Send Fine,Variant 50,50,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 344,Payment,Variant 50,50,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 344,Payment,Variant 50,50,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 344,Insert Fine Notification,Variant 50,50,,,,,,,,,,
case 344,Send for Credit Collection,Variant 50,50,,,,,,,,,,
case 345,Create Fine,Variant 45,45,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 345,Send Fine,Variant 45,45,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 345,Payment,Variant 45,45,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 345,Payment,Variant 45,45,,,,,,,51.65,9223372036854775808.00,,
case 345,Insert Fine Notification,Variant 45,45,,,,,,,,,,
case 345,Add penalty,Variant 45,45,39.35,41.00,,,,,,,,
case 346,Create Fine,Variant 45,45,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 346,Send Fine,Variant 45,45,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 346,Payment,Variant 45,45,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 346,Payment,Variant 45,45,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 346,Insert Fine Notification,Variant 45,45,,,,,,,,,,
case 346,Add penalty,Variant 45,45,39.00,39.35,,,,,,,,
case 347,Create Fine,Variant 28,28,39.35,41.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 347,Send Fine,Variant 28,28,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 347,Payment,Variant 28,28,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 347,Payment,Variant 28,28,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 347,Insert Fine Notification,Variant 28,28,,,,,,,,,,
case 347,Payment,Variant 28,28,,,,,,,29.77,51.65,,
case 348,Create Fine,Variant 62,62,39.00,41.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 348,Send Fine,Variant 62,62,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 348,Payment,Variant 62,62,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 348,Payment,Variant 62,62,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 348,Payment,Variant 62,62,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 348,Insert Fine Notification,Variant 62,62,,,,,,,,,,
case 349,Create Fine,Variant 63,63,39.00,41.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 349,Send Fine,Variant 63,63,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 349,Payment,Variant 63,63,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 349,Payment,Variant 63,63,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 349,Payment,Variant 63,63,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 349,Payment,Variant 63,63,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 350,Create Fine,Variant 61,61,39.00,41.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 350,Send Fine,Variant 61,61,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 350,Payment,Variant 61,61,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 350,Payment,Variant 61,61,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 350,Payment,Variant 61,61,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 351,Create Fine,Variant 59,59,39.00,41.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 351,Send Fine,Variant 59,59,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 351,Payment,Variant 59,59,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 351,Payment,Variant 59,59,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 352,Create Fine,Variant 56,56,39.00,41.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 352,Send Fine,Variant 56,56,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 352,Payment,Variant 56,56,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 353,Create Fine,Variant 54,54,39.00,41.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 353,Send Fine,Variant 54,54,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 354,Create Fine,Variant 43,43,41.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 354,Send Fine,Variant 43,43,,,,,,,,,-9223372036854775808.00,15.60
case 354,Insert Fine Notification,Variant 43,43,,,,,,,,,,
case 354,Insert Date Appeal to Prefecture,Variant 43,43,,,,,,,,,,
case 354,Send Appeal to Prefecture,Variant 43,43,,,-9223372036854775808.00,9223372036854775808.00,,,,,,
case 355,Create Fine,Variant 7,7,41.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 355,Send Fine,Variant 7,7,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 355,Insert Fine Notification,Variant 7,7,,,,,,,,,,
case 355,Appeal to Judge,Variant 7,7,,,71.00,71.00,,,,,,
case 356,Create Fine,Variant 41,41,41.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 356,Send Fine,Variant 41,41,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 356,Insert Fine Notification,Variant 41,41,,,,,,,,,,
case 356,Appeal to Judge,Variant 41,41,,,-9223372036854775808.00,71.00,,,,,,
case 356,Appeal to Judge,Variant 41,41,,,-9223372036854775808.00,71.00,,,,,,
case 357,Create Fine,Variant 7,7,41.00,71.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 357,Send Fine,Variant 7,7,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 357,Insert Fine Notification,Variant 7,7,,,,,,,,,,
case 357,Appeal to Judge,Variant 7,7,,,-9223372036854775808.00,71.00,,,,,,
case 358,Create Fine,Variant 7,7,159.00,319.50,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,2.00,,,,
case 358,Send Fine,Variant 7,7,,,,,,,,,4.96,9223372036854775808.00
case 358,Insert Fine Notification,Variant 7,7,,,,,,,,,,
case 358,Appeal to Judge,Variant 7,7,,,-9223372036854775808.00,71.00,,,,,,
case 359,Create Fine,Variant 20,20,41.00,77.50,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 359,Send Fine,Variant 20,20,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 359,Insert Fine Notification,Variant 20,20,,,,,,,,,,
case 359,Appeal to Judge,Variant 20,20,,,-9223372036854775808.00,71.00,,,,,,
case 359,Send for Credit Collection,Variant 20,20,,,,,,,,,,
case 360,Create Fine,Variant 20,20,155.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 360,Send Fine,Variant 20,20,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 360,Insert Fine Notification,Variant 20,20,,,,,,,,,,
case 360,Appeal to Judge,Variant 20,20,,,-9223372036854775808.00,71.00,,,,,,
case 360,Send for Credit Collection,Variant 20,20,,,,,,,,,,
case 361,Create Fine,Variant 30,30,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 361,Send Fine,Variant 30,30,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 361,Insert Fine Notification,Variant 30,30,,,,,,,,,,
case 361,Appeal to Judge,Variant 30,30,,,-9223372036854775808.00,71.00,,,,,,
case 361,Add penalty,Variant 30,30,77.50,155.00,,,,,,,,
case 362,Create Fine,Variant 30,30,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 362,Send Fine,Variant 30,30,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 362,Insert Fine Notification,Variant 30,30,,,,,,,,,,
case 362,Appeal to Judge,Variant 30,30,,,-9223372036854775808.00,71.00,,,,,,
case 362,Add penalty,Variant 30,30,319.50,716.00,,,,,,,,
case 363,Create Fine,Variant 21,21,71.00,77.50,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 363,Send Fine,Variant 21,21,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 363,Insert Fine Notification,Variant 21,21,,,,,,,,,,
case 363,Appeal to Judge,Variant 21,21,,,-9223372036854775808.00,71.00,,,,,,
case 363,Payment,Variant 21,21,,,,,,,-9223372036854775808.00,29.77,,
case 364,Create Fine,Variant 21,21,155.00,319.50,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,2.00,,,,
case 364,Send Fine,Variant 21,21,,,,,,,,,-9223372036854775808.00,4.96
case 364,Insert Fine Notification,Variant 21,21,,,,,,,,,,
case 364,Appeal to Judge,Variant 21,21,,,-9223372036854775808.00,71.00,,,,,,
case 364,Payment,Variant 21,21,,,,,,,-9223372036854775808.00,168.50,,
case 365,Create Fine,Variant 21,21,155.00,159.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,2.00,,,,
case 365,Send Fine,Variant 21,21,,,,,,,,,4.96,9223372036854775808.00
case 365,Insert Fine Notification,Variant 21,21,,,,,,,,,,
case 365,Appeal to Judge,Variant 21,21,,,-9223372036854775808.00,71.00,,,,,,
case 365,Payment,Variant 21,21,,,,,,,-9223372036854775808.00,79.00,,
case 366,Create Fine,Variant 21,21,155.00,319.50,-9223372036854775808.00,9223372036854775808.00,2.00,9223372036854775808.00,,,,
case 366,Send Fine,Variant 21,21,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 366,Insert Fine Notification,Variant 21,21,,,,,,,,,,
case 366,Appeal to Judge,Variant 21,21,,,-9223372036854775808.00,71.00,,,,,,
case 366,Payment,Variant 21,21,,,,,,,-9223372036854775808.00,168.50,,
case 367,Create Fine,Variant 21,21,716.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 367,Send Fine,Variant 21,21,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 367,Insert Fine Notification,Variant 21,21,,,,,,,,,,
case 367,Appeal to Judge,Variant 21,21,,,-9223372036854775808.00,71.00,,,,,,
case 367,Payment,Variant 21,21,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 368,Create Fine,Variant 41,41,41.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 368,Send Fine,Variant 41,41,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 368,Insert Fine Notification,Variant 41,41,,,,,,,,,,
case 368,Appeal to Judge,Variant 41,41,,,71.00,9223372036854775808.00,,,,,,
case 368,Appeal to Judge,Variant 41,41,,,71.00,9223372036854775808.00,,,,,,
case 369,Create Fine,Variant 7,7,41.00,71.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 369,Send Fine,Variant 7,7,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 369,Insert Fine Notification,Variant 7,7,,,,,,,,,,
case 369,Appeal to Judge,Variant 7,7,,,71.00,9223372036854775808.00,,,,,,
case 370,Create Fine,Variant 7,7,159.00,319.50,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,2.00,,,,
case 370,Send Fine,Variant 7,7,,,,,,,,,4.96,9223372036854775808.00
case 370,Insert Fine Notification,Variant 7,7,,,,,,,,,,
case 370,Appeal to Judge,Variant 7,7,,,71.00,9223372036854775808.00,,,,,,
case 371,Create Fine,Variant 20,20,41.00,77.50,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 371,Send Fine,Variant 20,20,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 371,Insert Fine Notification,Variant 20,20,,,,,,,,,,
case 371,Appeal to Judge,Variant 20,20,,,71.00,9223372036854775808.00,,,,,,
case 371,Send for Credit Collection,Variant 20,20,,,,,,,,,,
case 372,Create Fine,Variant 20,20,155.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 372,Send Fine,Variant 20,20,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 372,Insert Fine Notification,Variant 20,20,,,,,,,,,,
case 372,Appeal to Judge,Variant 20,20,,,71.00,9223372036854775808.00,,,,,,
case 372,Send for Credit Collection,Variant 20,20,,,,,,,,,,
case 373,Create Fine,Variant 30,30,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 373,Send Fine,Variant 30,30,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 373,Insert Fine Notification,Variant 30,30,,,,,,,,,,
case 373,Appeal to Judge,Variant 30,30,,,71.00,9223372036854775808.00,,,,,,
case 373,Add penalty,Variant 30,30,77.50,155.00,,,,,,,,
case 374,Create Fine,Variant 30,30,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 374,Send Fine,Variant 30,30,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 374,Insert Fine Notification,Variant 30,30,,,,,,,,,,
case 374,Appeal to Judge,Variant 30,30,,,71.00,9223372036854775808.00,,,,,,
case 374,Add penalty,Variant 30,30,319.50,716.00,,,,,,,,
case 375,Create Fine,Variant 21,21,71.00,77.50,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 375,Send Fine,Variant 21,21,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 375,Insert Fine Notification,Variant 21,21,,,,,,,,,,
case 375,Appeal to Judge,Variant 21,21,,,71.00,9223372036854775808.00,,,,,,
case 375,Payment,Variant 21,21,,,,,,,-9223372036854775808.00,29.77,,
case 376,Create Fine,Variant 21,21,155.00,319.50,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,2.00,,,,
case 376,Send Fine,Variant 21,21,,,,,,,,,-9223372036854775808.00,4.96
case 376,Insert Fine Notification,Variant 21,21,,,,,,,,,,
case 376,Appeal to Judge,Variant 21,21,,,71.00,9223372036854775808.00,,,,,,
case 376,Payment,Variant 21,21,,,,,,,-9223372036854775808.00,168.50,,
case 377,Create Fine,Variant 21,21,155.00,159.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,2.00,,,,
case 377,Send Fine,Variant 21,21,,,,,,,,,4.96,9223372036854775808.00
case 377,Insert Fine Notification,Variant 21,21,,,,,,,,,,
case 377,Appeal to Judge,Variant 21,21,,,71.00,9223372036854775808.00,,,,,,
case 377,Payment,Variant 21,21,,,,,,,-9223372036854775808.00,79.00,,
case 378,Create Fine,Variant 21,21,155.00,319.50,-9223372036854775808.00,9223372036854775808.00,2.00,9223372036854775808.00,,,,
case 378,Send Fine,Variant 21,21,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 378,Insert Fine Notification,Variant 21,21,,,,,,,,,,
case 378,Appeal to Judge,Variant 21,21,,,71.00,9223372036854775808.00,,,,,,
case 378,Payment,Variant 21,21,,,,,,,-9223372036854775808.00,168.50,,
case 379,Create Fine,Variant 21,21,716.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 379,Send Fine,Variant 21,21,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 379,Insert Fine Notification,Variant 21,21,,,,,,,,,,
case 379,Appeal to Judge,Variant 21,21,,,71.00,9223372036854775808.00,,,,,,
case 379,Payment,Variant 21,21,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 380,Create Fine,Variant 40,40,41.00,71.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 380,Send Fine,Variant 40,40,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 380,Insert Fine Notification,Variant 40,40,,,,,,,,,,
case 381,Create Fine,Variant 40,40,159.00,319.50,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,2.00,,,,
case 381,Send Fine,Variant 40,40,,,,,,,,,4.96,9223372036854775808.00
case 381,Insert Fine Notification,Variant 40,40,,,,,,,,,,
case 382,Create Fine,Variant 48,48,41.00,77.50,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 382,Send Fine,Variant 48,48,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 382,Insert Fine Notification,Variant 48,48,,,,,,,,,,
case 382,Send for Credit Collection,Variant 48,48,,,,,,,,,,
case 383,Create Fine,Variant 48,48,155.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 383,Send Fine,Variant 48,48,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 383,Insert Fine Notification,Variant 48,48,,,,,,,,,,
case 383,Send for Credit Collection,Variant 48,48,,,,,,,,,,
case 384,Create Fine,Variant 52,52,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 384,Send Fine,Variant 52,52,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 384,Insert Fine Notification,Variant 52,52,,,,,,,,,,
case 384,Add penalty,Variant 52,52,77.50,155.00,,,,,,,,
case 384,Insert Date Appeal to Prefecture,Variant 52,52,,,,,,,,,,
case 384,Send Appeal to Prefecture,Variant 52,52,,,-9223372036854775808.00,9223372036854775808.00,,,,,,
case 385,Create Fine,Variant 9,9,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 385,Send Fine,Variant 9,9,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 385,Insert Fine Notification,Variant 9,9,,,,,,,,,,
case 385,Add penalty,Variant 9,9,77.50,155.00,,,,,,,,
case 385,Appeal to Judge,Variant 9,9,,,71.00,71.00,,,,,,
case 386,Create Fine,Variant 9,9,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 386,Send Fine,Variant 9,9,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 386,Insert Fine Notification,Variant 9,9,,,,,,,,,,
case 386,Add penalty,Variant 9,9,77.50,155.00,,,,,,,,
case 386,Appeal to Judge,Variant 9,9,,,-9223372036854775808.00,71.00,,,,,,
case 387,Create Fine,Variant 9,9,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 387,Send Fine,Variant 9,9,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 387,Insert Fine Notification,Variant 9,9,,,,,,,,,,
case 387,Add penalty,Variant 9,9,77.50,155.00,,,,,,,,
case 387,Appeal to Judge,Variant 9,9,,,71.00,9223372036854775808.00,,,,,,
case 388,Create Fine,Variant 24,24,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,2.00,,,,
case 388,Send Fine,Variant 24,24,,,,,,,,,4.96,9223372036854775808.00
case 388,Insert Fine Notification,Variant 24,24,,,,,,,,,,
case 388,Add penalty,Variant 24,24,-9223372036854775808.00,319.50,,,,,,,,
case 389,Create Fine,Variant 37,37,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 389,Send Fine,Variant 37,37,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 389,Insert Fine Notification,Variant 37,37,,,,,,,,,,
case 389,Add penalty,Variant 37,37,-9223372036854775808.00,9223372036854775808.00,,,,,,,,
case 389,Add penalty,Variant 37,37,-9223372036854775808.00,155.00,,,,,,,,
case 389,Appeal to Judge,Variant 37,37,,,-9223372036854775808.00,9223372036854775808.00,,,,,,
case 390,Create Fine,Variant 17,17,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,2.00,,,,
case 390,Send Fine,Variant 17,17,,,,,,,,,4.96,9223372036854775808.00
case 390,Insert Fine Notification,Variant 17,17,,,,,,,,,,
case 390,Add penalty,Variant 17,17,-9223372036854775808.00,9223372036854775808.00,,,,,,,,
case 390,Add penalty,Variant 17,17,-9223372036854775808.00,319.50,,,,,,,,
case 391,Create Fine,Variant 25,25,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 391,Send Fine,Variant 25,25,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 391,Insert Fine Notification,Variant 25,25,,,,,,,,,,
case 391,Add penalty,Variant 25,25,-9223372036854775808.00,9223372036854775808.00,,,,,,,,
case 391,Add penalty,Variant 25,25,-9223372036854775808.00,9223372036854775808.00,,,,,,,,
case 391,Send for Credit Collection,Variant 25,25,,,,,,,,,,
