Case ID,Create Fine|Create Fine,Send Fine|Insert Fine Notification,Appeal to Judge|Appeal to Judge,Appeal to Judge|Send for Credit Collection,Payment|Create Fine,Insert Fine Notification|Send Fine,Create Fine|Insert Fine Notification,Create Fine|Payment,Send Fine|Create Fine,Send Fine|Payment,Insert Fine Notification|Add penalty,Add penalty|Send for Credit Collection,Payment|Insert Date Appeal to Prefecture,Send Fine|Appeal to Judge,Insert Fine Notification|Create Fine,Payment|Appeal to Judge,Create Fine|Send Fine,Add penalty|Payment,Appeal to Judge|Create Fine,Add penalty|Insert Fine Notification,Create Fine|Appeal to Judge,Insert Date Appeal to Prefecture|Create Fine,Payment|Insert Fine Notification,Add penalty|Send Fine,Create Fine|Send for Credit Collection,Insert Fine Notification|Payment,Payment|Send for Credit Collection,Appeal to Judge|Payment,Send for Credit Collection|Send Fine,Send Fine|Send Appeal to Prefecture,Payment|Send Fine,Insert Fine Notification|Send for Credit Collection,Send for Credit Collection|Send for Credit Collection,Insert Fine Notification|Insert Fine Notification,Appeal to Judge|Send Fine,Send Fine|Send Fine,Insert Fine Notification|Insert Date Appeal to Prefecture,Send Appeal to Prefecture|Insert Fine Notification,Add penalty|Add penalty,Send Fine|Send for Credit Collection,Send Fine|Add penalty,Send for Credit Collection|Add penalty,Add penalty|Insert Date Appeal to Prefecture,Send for Credit Collection|Insert Fine Notification,Create Fine|Add penalty,Payment|Payment,Send for Credit Collection|Create Fine,Send for Credit Collection|Payment,Payment|Add penalty,Add penalty|Create Fine,Insert Fine Notification|Appeal to Judge,Insert Date Appeal to Prefecture|Send Appeal to Prefecture,Add penalty|Appeal to Judge,Appeal to Judge|Insert Fine Notification,Appeal to Judge|Add penalty
test_case 1738,1.0,0.48999999999999994,0.0,0.0,0.0,0.0,0.3429999999999999,0.48999999999999994,0.0,0.7,1.19,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.7,0.0,0.5830999999999998,0.0,0.0,0.0,0.4081699999999999,1.0,0.0,0.0,0.8329999999999999,0.0,0.0,0.0,0.0,0.0,0.0
test_case 1739,1.0,0.48999999999999994,0.0,0.0,0.0,0.0,0.3429999999999999,0.48999999999999994,0.0,0.7,1.19,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.7,0.0,0.5830999999999998,0.0,0.0,0.0,0.4081699999999999,1.0,0.0,0.0,0.8329999999999999,0.0,0.0,0.0,0.0,0.0,0.0
test_case 174,1.0,0.48999999999999994,0.0,0.0,0.0,0.0,0.3429999999999999,0.48999999999999994,0.0,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.3429999999999999,0.0,0.0,0.0,0.24009999999999995,1.0,0.0,0.0,0.48999999999999994,0.0,0.0,0.0,0.0,0.0,0.0
test_case 1740,1.0,0.48999999999999994,0.0,0.0,0.0,0.0,0.3429999999999999,0.48999999999999994,0.0,0.7,1.19,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.7,0.0,0.5830999999999998,0.0,0.0,0.0,0.4081699999999999,1.0,0.0,0.0,0.8329999999999999,0.0,0.0,0.0,0.0,0.0,0.0
test_case 1741,1.0,0.48999999999999994,0.0,0.0,0.0,0.0,0.3429999999999999,0.48999999999999994,0.0,0.7,1.19,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.7,0.0,0.5830999999999998,0.0,0.0,0.0,0.4081699999999999,1.0,0.0,0.0,0.8329999999999999,0.0,0.0,0.0,0.0,0.0,0.0
test_case 1742,1.49,0.3429999999999999,0.0,0.0,0.0,0.0,0.24009999999999995,0.3429999999999999,0.7,0.48999999999999994,1.19,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.7,0.0,0.4081699999999999,0.0,0.0,0.0,0.2857189999999999,1.0,0.0,0.0,0.8329999999999999,0.0,0.0,0.0,0.0,0.0,0.0
test_case 1743,1.0,0.48999999999999994,0.0,0.0,0.0,0.0,0.3429999999999999,0.48999999999999994,0.0,0.7,1.19,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.7,0.0,0.5830999999999998,0.0,0.0,0.0,0.4081699999999999,1.0,0.0,0.0,0.8329999999999999,0.0,0.0,0.0,0.0,0.0,0.0
test_case 1744,1.0,0.48999999999999994,0.0,0.0,0.0,0.0,0.3429999999999999,0.48999999999999994,0.0,0.7,1.19,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.7,0.0,0.5830999999999998,0.0,0.0,0.0,0.4081699999999999,1.0,0.0,0.0,0.8329999999999999,0.0,0.0,0.0,0.0,0.0,0.0
test_case 1745,1.0,0.48999999999999994,0.0,0.0,0.0,0.0,0.24009999999999995,1.043,0.0,0.7,1.19,0.0,0.0,0.0,0.0,0.0,0.48999999999999994,0.0,0.0,0.0,0.0,0.0,0.3429999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.7,0.0,0.5830999999999998,0.0,0.0,0.0,0.2857189999999999,1.49,0.0,0.0,0.4081699999999999,0.0,0.0,0.0,0.0,0.0,0.0
test_case 1746,1.0,0.48999999999999994,0.0,0.0,0.0,0.0,0.3429999999999999,0.48999999999999994,0.0,0.7,1.19,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.7,0.0,0.5830999999999998,0.0,0.0,0.0,0.4081699999999999,1.0,0.0,0.0,0.8329999999999999,0.0,0.0,0.0,0.0,0.0,0.0
test_case 1747,1.0,0.48999999999999994,0.0,0.0,0.0,0.0,0.3429999999999999,0.48999999999999994,0.0,0.7,1.19,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.7,0.0,0.5830999999999998,0.0,0.0,0.0,0.4081699999999999,1.0,0.0,0.0,0.8329999999999999,0.0,0.0,0.0,0.0,0.0,0.0
test_case 1748,1.0,0.48999999999999994,0.0,0.0,0.0,0.0,0.3429999999999999,0.48999999999999994,0.0,0.7,1.19,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.7,0.0,0.5830999999999998,0.0,0.0,0.0,0.4081699999999999,1.0,0.0,0.0,0.8329999999999999,0.0,0.0,0.0,0.0,0.0,0.0
test_case 1749,1.0,0.48999999999999994,0.0,0.0,0.0,0.0,0.3429999999999999,0.48999999999999994,0.0,0.7,1.19,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.7,0.0,0.5830999999999998,0.0,0.0,0.0,0.4081699999999999,1.0,0.0,0.0,0.8329999999999999,0.0,0.0,0.0,0.0,0.0,0.0
test_case 175,1.0,0.48999999999999994,0.0,0.0,0.0,0.0,0.3429999999999999,0.6580699999999999,0.0,0.9400999999999999,0.7,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.48999999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.3429999999999999,0.0,0.0,0.0,0.24009999999999995,1.343,0.0,0.0,0.48999999999999994,0.0,0.0,0.0,0.0,0.0,0.0
test_case 1750,1.0,0.48999999999999994,0.0,0.0,0.0,0.0,0.3429999999999999,0.7300999999999999,0.0,1.043,0.8329999999999999,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.7,0.0,0.4081699999999999,0.0,0.0,0.0,0.2857189999999999,1.49,0.0,0.0,0.5830999999999998,0.0,0.0,0.0,0.0,0.0,0.0
test_case 1751,1.343,0.3429999999999999,0.0,0.0,0.7,0.0,0.24009999999999995,0.6076489999999999,0.48999999999999994,0.8680699999999999,0.7,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.0,0.0,0.0,0.0,0.48999999999999994,0.0,0.0,0.48999999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.24009999999999995,0.0,0.0,0.0,0.16806999999999994,1.2401,0.0,0.0,0.3429999999999999,0.0,0.0,0.0,0.0,0.0,0.0
test_case 1752,1.0,0.48999999999999994,0.0,0.0,0.0,0.0,0.3429999999999999,0.6580699999999999,0.0,0.9400999999999999,0.7,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.48999999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.3429999999999999,0.0,0.0,0.0,0.24009999999999995,1.343,0.0,0.0,0.48999999999999994,0.0,0.0,0.0,0.0,0.0,0.0
test_case 1753,1.0,0.48999999999999994,0.0,0.0,0.0,0.0,0.3429999999999999,0.6580699999999999,0.0,0.9400999999999999,0.7,0.0,0.0,0.0,0.0,0.0,0.7,0.46064899999999986,0.0,0.24009999999999995,0.0,0.0,0.7,0.48999999999999994,0.0,0.48999999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.16807,0.0,0.3429999999999999,0.0,0.0,0.0,0.24009999999999995,1.343,0.0,0.0,0.48999999999999994,0.7,0.0,0.0,0.0,0.0,0.0
test_case 1754,1.0,0.48999999999999994,0.0,0.0,0.0,0.0,0.3429999999999999,0.6580699999999999,0.0,0.9400999999999999,0.7,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.48999999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.3429999999999999,0.0,0.0,0.0,0.24009999999999995,1.343,0.0,0.0,0.48999999999999994,0.0,0.0,0.0,0.0,0.0,0.0
test_case 1755,1.0,0.48999999999999994,0.0,0.0,0.0,0.0,0.3429999999999999,0.6580699999999999,0.0,0.9400999999999999,0.7,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.48999999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.3429999999999999,0.0,0.0,0.0,0.24009999999999995,1.343,0.0,0.0,0.48999999999999994,0.0,0.0,0.0,0.0,0.0,0.0
test_case 1756,1.0,0.48999999999999994,0.0,0.0,0.0,0.0,0.3429999999999999,0.6580699999999999,0.0,0.9400999999999999,0.7,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.48999999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.3429999999999999,0.0,0.0,0.0,0.24009999999999995,1.343,0.0,0.0,0.48999999999999994,0.0,0.0,0.0,0.0,0.0,0.0
test_case 1757,1.0,0.48999999999999994,0.0,0.0,0.0,0.0,0.3429999999999999,0.6580699999999999,0.0,0.9400999999999999,0.7,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.48999999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.3429999999999999,0.0,0.0,0.0,0.24009999999999995,1.343,0.0,0.0,0.48999999999999994,0.0,0.0,0.0,0.0,0.0,0.0
test_case 1758,1.0,0.48999999999999994,0.0,0.0,0.0,0.0,0.3429999999999999,0.6580699999999999,0.0,0.9400999999999999,0.7,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.48999999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.3429999999999999,0.0,0.0,0.0,0.24009999999999995,1.343,0.0,0.0,0.48999999999999994,0.0,0.0,0.0,0.0,0.0,0.0
test_case 1759,1.49,0.3429999999999999,0.0,0.0,0.0,0.0,0.24009999999999995,0.46064899999999986,0.7,0.6580699999999999,0.7,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.48999999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.24009999999999995,0.0,0.0,0.0,0.16806999999999994,1.343,0.0,0.0,0.48999999999999994,0.0,0.0,0.0,0.0,0.0,0.0
test_case 176,1.0,0.48999999999999994,0.0,0.0,0.0,0.0,0.3429999999999999,0.48999999999999994,0.0,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.3429999999999999,0.0,0.0,0.0,0.24009999999999995,1.0,0.0,0.0,0.48999999999999994,0.0,0.0,0.0,0.0,0.0,0.0
test_case 1760,1.0,0.48999999999999994,0.0,0.0,0.0,0.0,0.3429999999999999,0.6580699999999999,0.0,0.9400999999999999,0.7,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.48999999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.3429999999999999,0.0,0.0,0.0,0.24009999999999995,1.343,0.0,0.0,0.48999999999999994,0.0,0.0,0.0,0.0,0.0,0.0
test_case 1761,1.0,0.48999999999999994,0.0,0.0,0.0,0.0,0.3429999999999999,0.6580699999999999,0.0,0.9400999999999999,0.7,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.48999999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.3429999999999999,0.0,0.0,0.0,0.24009999999999995,1.343,0.0,0.0,0.48999999999999994,0.0,0.0,0.0,0.0,0.0,0.0
test_case 1762,1.0,0.48999999999999994,0.0,0.0,0.0,0.0,0.3429999999999999,0.6580699999999999,0.0,0.9400999999999999,0.7,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.48999999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.3429999999999999,0.0,0.0,0.0,0.24009999999999995,1.343,0.0,0.0,0.48999999999999994,0.0,0.0,0.0,0.0,0.0,0.0
test_case 1763,1.0,0.48999999999999994,0.0,0.0,0.0,0.0,0.3429999999999999,0.6580699999999999,0.0,0.9400999999999999,0.7,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.48999999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.3429999999999999,0.0,0.0,0.0,0.24009999999999995,1.343,0.0,0.0,0.48999999999999994,0.0,0.0,0.0,0.0,0.0,0.0
test_case 1764,1.0,0.48999999999999994,0.0,0.0,0.0,0.0,0.3429999999999999,0.6580699999999999,0.0,0.9400999999999999,0.7,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.48999999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.3429999999999999,0.0,0.0,0.0,0.24009999999999995,1.343,0.0,0.0,0.48999999999999994,0.0,0.0,0.0,0.0,0.0,0.0
test_case 1765,1.0,0.48999999999999994,0.0,0.0,0.0,0.0,0.3429999999999999,0.6580699999999999,0.0,0.9400999999999999,0.7,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.48999999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.3429999999999999,0.0,0.0,0.0,0.24009999999999995,1.343,0.0,0.0,0.48999999999999994,0.0,0.0,0.0,0.0,0.0,0.0
test_case 1766,1.0,0.3429999999999999,0.0,0.0,0.0,0.0,0.24009999999999995,0.9506489999999999,0.0,1.3580699999999999,0.7,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.0,0.0,0.0,0.0,0.48999999999999994,0.0,0.0,0.48999999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.24009999999999995,0.0,0.0,0.0,0.16806999999999994,1.9401,0.0,0.0,0.3429999999999999,0.0,0.0,0.0,0.0,0.0,0.0
test_case 1767,1.0,0.48999999999999994,1.0,0.0,0.0,0.0,0.3429999999999999,0.7300999999999999,0.0,1.043,0.0,0.0,0.0,0.24009999999999995,0.0,0.3429999999999999,0.7,0.0,0.0,0.0,0.16806999999999994,0.0,0.7,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.49,0.0,0.0,0.0,0.0,0.48999999999999994,0.0,0.0,0.0,0.0
test_case 1768,1.0,0.48999999999999994,0.0,0.0,0.7,0.0,0.3429999999999999,0.7300999999999999,0.0,1.043,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.24009999999999995,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.48999999999999994,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.51107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_case 1769,1.0,0.48999999999999994,0.0,0.0,0.0,0.0,0.3429999999999999,0.7300999999999999,0.0,1.043,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.16806999999999994,0.7,0.3429999999999999,0.0,0.0,0.0,0.0,0.48999999999999994,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.24009999999999995,0.0,0.0,0.0,0.0,0.0,1.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_case 177,1.0,0.48999999999999994,0.0,0.0,0.0,0.0,0.3429999999999999,0.48999999999999994,0.0,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.3429999999999999,0.0,0.0,0.0,0.24009999999999995,1.0,0.0,0.0,0.48999999999999994,0.0,0.0,0.0,0.0,0.0,0.0
test_case 1770,1.0,0.48999999999999994,0.0,0.0,0.0,0.0,0.3429999999999999,0.8981699999999998,0.0,1.2831,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,1.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_case 1771,1.0,0.48999999999999994,0.0,0.0,0.0,0.0,0.3429999999999999,0.8981699999999998,0.0,1.2831,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,1.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_case 1772,1.0,0.48999999999999994,0.0,0.0,0.0,0.0,0.3429999999999999,0.8981699999999998,0.0,1.2831,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,1.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_case 1773,1.7,0.48999999999999994,0.0,0.0,0.0,0.0,0.24009999999999995,0.6287189999999999,0.0,1.2831,0.0,0.0,0.0,0.0,0.0,0.0,0.48999999999999994,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,1.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_case 1774,1.0,0.48999999999999994,1.7,0.0,0.0,0.0,0.3429999999999999,0.7300999999999999,0.0,1.043,0.0,0.0,0.0,0.4081699999999999,0.0,0.5830999999999998,0.7,0.0,0.0,0.0,0.2857189999999999,0.0,0.7,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.49,0.0,0.0,0.0,0.0,0.8329999999999999,0.0,0.0,0.0,0.0
test_case 1775,1.0,0.48999999999999994,0.0,0.0,0.0,0.0,0.3429999999999999,0.7300999999999999,0.0,1.043,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_case 1776,1.0,0.48999999999999994,0.0,0.0,0.0,0.0,0.3429999999999999,0.7300999999999999,0.0,1.043,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_case 1777,1.0,0.48999999999999994,0.0,0.0,0.0,0.0,0.3429999999999999,0.7300999999999999,0.0,1.043,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.16806999999999994,0.7,0.3429999999999999,0.0,0.0,0.0,0.0,0.48999999999999994,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.24009999999999995,0.0,0.0,0.0,0.0,0.0,1.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test_case 1778,1.0,0.48999999999999994,0.0,0.0,0.0,0.0,0.3429999999999999,0.7300999999999999,0.0,1.043,0.48999999999999994,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.24009999999999995,0.0,0.0,0.0,0.16806999999999994,1.49,0.0,0.0,0.3429999999999999,0.0,0.0,0.0,0.0,0.0,0.0
test_case 1779,1.0,0.48999999999999994,0.0,0.0,0.0,0.0,0.3429999999999999,0.7300999999999999,0.0,1.043,0.48999999999999994,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.24009999999999995,0.0,0.0,0.0,0.16806999999999994,1.49,0.0,0.0,0.3429999999999999,0.0,0.0,0.0,0.0,0.0,0.0
test_case 178,1.0,0.48999999999999994,0.0,0.0,0.0,0.0,0.3429999999999999,0.48999999999999994,0.0,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.3429999999999999,0.0,0.0,0.0,0.24009999999999995,1.0,0.0,0.0,0.48999999999999994,0.0,0.0,0.0,0.0,0.0,0.0
test_case 1780,1.0,0.48999999999999994,0.0,0.0,0.0,0.0,0.3429999999999999,0.7300999999999999,0.0,1.043,0.48999999999999994,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.24009999999999995,0.0,0.0,0.0,0.16806999999999994,1.49,0.0,0.0,0.3429999999999999,0.0,0.0,0.0,0.0,0.0,0.0
test_case 1781,1.0,0.48999999999999994,0.0,0.0,0.0,0.0,0.3429999999999999,0.7300999999999999,0.0,1.043,0.48999999999999994,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.24009999999999995,0.0,0.0,0.0,0.16806999999999994,1.49,0.0,0.0,0.3429999999999999,0.0,0.0,0.0,0.0,0.0,0.0
test_case 1782,1.0,0.48999999999999994,0.0,0.0,0.0,0.0,0.3429999999999999,0.7300999999999999,0.0,1.043,0.48999999999999994,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.24009999999999995,0.0,0.0,0.0,0.16806999999999994,1.49,0.0,0.0,0.3429999999999999,0.0,0.0,0.0,0.0,0.0,0.0
